Urdu Word,English Translation,Description,Tokenized Urdu Word,Character Length,Level
غیر منحصر,undecided,not yet having made a commitment,غ ی ر   م ن ح ص ر,9,Hard
عقیدت مند,devoted,zealous in devotion or affection,ع ق ی د ت   م ن د,9,Hard
مکمل تباہ,full-blown,having or displaying all the characteristics necessary for completeness,م ک م ل   ت ب ا ہ,9,Hard
مکمل لباس,full-dress,complete in every respect,م ک م ل   ل ب ا س,9,Hard
چاروں طرف,all-around,many-sided,چ ا ر و ں   ط ر ف,9,Hard
غیر ساختہ,unstrung,emotionally upset,غ ی ر   س ا خ ت ہ,9,Hard
پریشان کن,apprehensible,capable of being apprehended or understood,پ ر ی ش ا ن   ک ن,9,Hard
چھلانگ لگا,abridged,(used of texts) shortened by condensing or rewriting,چ ھ ل ا ن گ   ل گ ا,10,Hard
نصف لمبائی,half-length,abridged to half its original length,ن ص ف   ل م ب ا ئ ی,10,Hard
غیر منقولہ,unabridged,(used of texts) not shortened,غ ی ر   م ن ق و ل ہ,10,Hard
ایڈسوربینٹ,adsorbent,having capacity or tendency to adsorb or cause to accumulate on a surface,ا ی ڈ س و ر ب ی ن ٹ,10,Hard
غیرجانبدار,abstinent,self-restraining; not indulging an appetite especially for food or drink,غ ی ر ج ا ن ب د ا ر,10,Hard
شاذ و نادر,rare,not widely distributed,ش ا ذ   و   ن ا د ر,10,Hard
ناقابل فہم,unexceptionable,completely acceptable; not open to exception or reproach,ن ا ق ا ب ل   ف ہ م,10,Hard
قابل رسائی,accessible,capable of being reached,ق ا ب ل   ر س ا ئ ی,10,Hard
قابل رسائی,approachable,easily approached,ق ا ب ل   ر س ا ئ ی,10,Hard
بے راہ روی,pathless,lacking pathways,ب ے   ر ا ہ   ر و ی,10,Hard
اعلی مخلصی,high-fidelity,characterized by minimal distortion in sound reproduction,ا ع ل ی   م خ ل ص ی,10,Hard
تیزاب سازی,acid-forming,yielding an acid in aqueous solution,ت ی ز ا ب   س ا ز ی,10,Hard
ایسڈو فیلک,acidophilic,especially of some bacteria; growing well in an acid medium,ا ی س ڈ و   ف ی ل ک,10,Hard
خود اعتراف,self-confessed,owned up to,خ و د   ا ع ت ر ا ف,10,Hard
غیر معمولی,avaricious,immoderately desirous of acquiring e.g. wealth,غ ی ر   م ع م و ل ی,10,Hard
غیر سنجیدہ,rapacious,excessively greedy and grasping,غ ی ر   س ن ج ی د ہ,10,Hard
غیر منقولہ,unacquisitive,not acquisitive; not interested in acquiring or owning anything,غ ی ر   م ن ق و ل ہ,10,Hard
ڈیسک پابند,desk-bound,restricted to working in an office rather than in an active physical capacity,ڈ ی س ک   پ ا ب ن د,10,Hard
رہائش پذیر,accommodative,tending to reconcile or accommodate; bringing into harmony,ر ہ ا ئ ش   پ ذ ی ر,10,Hard
مختصر ہاتھ,short-handed,inadequate in number of workers or assistants etc.,م خ ت ص ر   ہ ا ت ھ,10,Hard
چپکنے والی,adhesive,tending to adhere,چ پ ک ن ے   و ا ل ی,10,Hard
سیلف سیلنگ,self-sealing,seals without the application of moisture,س ی ل ف   س ی ل ن گ,10,Hard
غیر منقولہ,nonresinous,not having resin,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,unmechanical,(of a person) lacking mechanical skills,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,unadventurous,lacking in boldness,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,inartistic,lacking aesthetic sensibility,غ ی ر   م ن ق و ل ہ,10,Hard
متاثر نہیں,unaffected,undergoing no change when acted upon,م ت ا ث ر   ن ہ ی ں,10,Hard
غیر منقولہ,uninfluenced,not influenced or affected; - V.L.Parrington,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,unmannered,without artificiality; natural,غ ی ر   م ن ق و ل ہ,10,Hard
تیرتے ہوئے,floating,borne up by or suspended in a liquid,ت ی ر ت ے   ہ و ئ ے,10,Hard
غیر منقولہ,unfrightened,not affected by fright,غ ی ر   م ن ق و ل ہ,10,Hard
غیرجانبدار,unagitated,not agitated or disturbed emotionally,غ ی ر ج ا ن ب د ا ر,10,Hard
ہوا سے سطح,air-to-surface,operating from or designed to be fired from aircraft at targets on the ground,ہ و ا   س ے   س ط ح,10,Hard
ہوا سے ہوا,air-to-air,operating between or launched from or involving rockets or aircraft in flight,ہ و ا   س ے   ہ و ا,10,Hard
سطح سے ہوا,surface-to-air,operating from or designed to be launched from the ground against an airborne target,س ط ح   س ے   ہ و ا,10,Hard
غیرجانبدار,unalert,not alert to what is potentially dangerous,غ ی ر ج ا ن ب د ا ر,10,Hard
موت کی طرح,deathlike,having the physical appearance of death,م و ت   ک ی   ط ر ح,10,Hard
بایاں ہاتھ,left-handed,ironically ambiguous,ب ا ی ا ں   ہ ا ت ھ,10,Hard
غیرجانبدار,unambitious,having little desire for success or achievement,غ ی ر ج ا ن ب د ا ر,10,Hard
غیر متزلزل,unresentful,not resentful,غ ی ر   م ت ز ل ز ل,10,Hard
غیر منقولہ,insentient,devoid of feeling and consciousness and animation,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,unenlivened,not made lively or brightened,غ ی ر   م ن ق و ل ہ,10,Hard
پیچھے ہٹنا,retrorse,bent or curved backward or downward,پ ی چ ھ ے   ہ ٹ ن ا,10,Hard
پوسٹ مارٹم,postmortem,after death or after an event,پ و س ٹ   م ا ر ٹ م,10,Hard
قبل از جنگ,prewar,existing or belonging to a time before a war,ق ب ل   ا ز   ج ن گ,10,Hard
جنگ کے بعد,postwar,belonging to the period after a war,ج ن گ   ک ے   ب ع د,10,Hard
پیچھے ہٹنا,retrograde,of amnesia; affecting time immediately preceding trauma,پ ی چ ھ ے   ہ ٹ ن ا,10,Hard
گریڈ مناسب,grade-appropriate,the quality of ability and work that is appropriate for students in a specified grade,گ ر ی ڈ   م ن ا س ب,10,Hard
غیر منقولہ,undue,not yet payable,غ ی ر   م ن ق و ل ہ,10,Hard
نوآبادیاتی,colonnaded,having a series of columns arranged at regular intervals,ن و آ ب ا د ی ا ت ی,10,Hard
غیر منقولہ,unpillared,lacking pillars,غ ی ر   م ن ق و ل ہ,10,Hard
غیر معمولی,unarmored,(used of persons or things military) without protective armor,غ ی ر   م ع م و ل ی,10,Hard
پنجوں والا,clawed,(of predatory animals) armed with claws or talons,پ ن ج و ں   و ا ل ا,10,Hard
غیر متزلزل,incoherent,unable to express yourself clearly or fluently,غ ی ر   م ت ز ل ز ل,10,Hard
غیر منقولہ,unarticulated,uttered without the use of normal words or syllables,غ ی ر   م ن ق و ل ہ,10,Hard
شرم کی بات,shamefaced,showing a sense of shame,ش ر م   ک ی   ب ا ت,10,Hard
غیر منقولہ,nonassertive,"not aggressively self-assured, though not necessarily lacking in confidence",غ ی ر   م ن ق و ل ہ,10,Hard
چپکنے والا,glued,affixed or as if affixed with glue or paste,چ پ ک ن ے   و ا ل ا,10,Hard
غیر منقولہ,unaffixed,not affixed,غ ی ر   م ن ق و ل ہ,10,Hard
پریپوسیسنگ,prepossessing,creating a favorable impression,پ ر ی پ و س ی س ن گ,10,Hard
سنائی دیتی,audible,heard or perceptible by the ear,س ن ا ئ ی   د ی ت ی,10,Hard
غیر منقولہ,unpropitious,not propitious,غ ی ر   م ن ق و ل ہ,10,Hard
قابل شناخت,addressable,capable of being addressed,ق ا ب ل   ش ن ا خ ت,10,Hard
واجب الادا,oblivious,(followed by `to' or `of') lacking conscious awareness of,و ا ج ب   ا ل ا د ا,10,Hard
بالوں والے,hairy,hazardous and frightening,ب ا ل و ں   و ا ل ے,10,Hard
یقین دہانی,reassuring,restoring confidence and relieving anxiety,ی ق ی ن   د ہ ا ن ی,10,Hard
ہدایت کاری,directing,showing the way by conducting or leading; imposing direction on,ہ د ا ی ت   ک ا ر ی,10,Hard
لوٹ رہا ہے,returning,tending to be turned back,ل و ٹ   ر ہ ا   ہ ے,10,Hard
غیر متزلزل,unbalconied,not having balconies,غ ی ر   م ت ز ل ز ل,10,Hard
مختصر بیکڈ,short-beaked,having a short beak,م خ ت ص ر   ب ی ک ڈ,10,Hard
جڑواں بستر,twin-bedded,having twin beds,ج ڑ و ا ں   ب س ت ر,10,Hard
غیر منقولہ,unbeneficed,not having a benefice,غ ی ر   م ن ق و ل ہ,10,Hard
گلیبریسینٹ,glabrescent,lacking hair or a similar growth or tending to become hairless,گ ل ی ب ر ی س ی ن ٹ,10,Hard
دور کی طرح,furlike,resembling fur,د و ر   ک ی   ط ر ح,10,Hard
مخملی فریب,velvety-furred,having hair that feels like velvet,م خ م ل ی   ف ر ی ب,10,Hard
لوڈ بیئرنگ,load-bearing,capable of bearing a structural load,ل و ڈ   ب ی ئ ر ن گ,10,Hard
نان بیئرنگ,nonbearing,(of a structural member) supporting no vertical weight other than its own,ن ا ن   ب ی ئ ر ن گ,10,Hard
حیرت انگیز,stunning,strikingly beautiful or attractive,ح ی ر ت   ا ن گ ی ز,10,Hard
غیر متزلزل,unmalicious,not malicious or spiteful,غ ی ر   م ت ز ل ز ل,10,Hard
ریکارڈ توڑ,record-breaking,surpassing any previously established record,ر ی ک ا ر ڈ   ت و ڑ,10,Hard
میٹھا چہرے,sweet-faced,having a pleasing face or one showing a sweet disposition,م ی ٹ ھ ا   چ ہ ر ے,10,Hard
دیکھنے میں,visaged,having a face or visage as specified,د ی ک ھ ن ے   م ی ں,10,Hard
کثیرالجہتی,multilateral,having many parts or sides,ک ث ی ر ا ل ج ہ ت ی,10,Hard
ہلکا پھلکا,light-skinned,having little skin pigmentation,ہ ل ک ا   پ ھ ل ک ا,10,Hard
بلڈ اسٹائن,bloodstained,covered with blood,ب ل ڈ   ا س ٹ ا ئ ن,10,Hard
زیادہ قیمت,overvaliant,having or showing undue valor or boldness,ز ی ا د ہ   ق ی م ت,10,Hard
غیر منقولہ,untangled,not tangled,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,disentangled,straightened out,غ ی ر   م ن ق و ل ہ,10,Hard
آدھا پابند,half-bound,(of books) having the back bound in one material and the sides in another,آ د ھ ا   پ ا ب ن د,10,Hard
سفید کنارے,white-edged,having a white border,س ف ی د   ک ن ا ر ے,10,Hard
غیر معمولی,unbordered,having no border,غ ی ر   م ع م و ل ی,10,Hard
غیر منقولہ,undaunted,resolutely courageous,غ ی ر   م ن ق و ل ہ,10,Hard
دودھ پلایا,breast-fed,(of an infant) fed milk from the mother's breast,د و د ھ   پ ل ا ی ا,10,Hard
میٹھا سانس,sweet-breathed,having breath or breath as specified,م ی ٹ ھ ا   س ا ن س,10,Hard
سگریٹ نوشی,smothering,causing difficulty in breathing especially through lack of fresh air and presence of heat,س گ ر ی ٹ   ن و ش ی,10,Hard
بھڑک اٹھنا,ablaze,lighted with red light as if with flames,ب ھ ڑ ک   ا ٹ ھ ن ا,10,Hard
پلک جھپکنا,twinkling,shining intermittently with a sparkling light,پ ل ک   ج ھ پ ک ن ا,10,Hard
غیر منقولہ,undimmed,not made dim or less bright,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,unprejudiced,free from undue bias or preconceived opinions,غ ی ر   م ن ق و ل ہ,10,Hard
وسیع دماغی,broad-minded,inclined to respect views and beliefs that differ from your own,و س ی ع   د م ا غ ی,10,Hard
وسیع النظر,open-minded,ready to entertain new ideas,و س ی ع   ا ل ن ظ ر,10,Hard
بھائی چارے,brotherly,like or characteristic of or befitting a brother,ب ھ ا ئ ی   چ ا ر ے,10,Hard
غیر منقولہ,unburied,not buried,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,uncared-for,lacking needed care and attention,غ ی ر   م ن ق و ل ہ,10,Hard
خاص طور پر,particular,providing specific details or circumstances,خ ا ص   ط و ر   پ ر,10,Hard
غیر متزلزل,incautious,carelessly failing to exercise proper caution,غ ی ر   م ت ز ل ز ل,10,Hard
گوشت کھانے,flesh-eating,(of animals) carnivorous,گ و ش ت   ک ھ ا ن ے,10,Hard
جڑی بوٹیوں,herbivorous,feeding only on plants,ج ڑ ی   ب و ٹ ی و ں,10,Hard
گھاس کھانے,grass-eating,feeding on grasses,گ ھ ا س   ک ھ ا ن ے,10,Hard
غیر منقولہ,uncarpeted,not carpeted,غ ی ر   م ن ق و ل ہ,10,Hard
کلینکر بلٹ,clinker-built,having overlapping hull planks,ک ل ی ن ک ر   ب ل ٹ,10,Hard
غیر سنجیدہ,uncensored,not subject to censorship,غ ی ر   س ن ج ی د ہ,10,Hard
حوصلہ افزا,motivative,impelling to action; - Arthur Pap,ح و ص ل ہ   ا ف ز ا,10,Hard
سیل کی طرح,cell-like,resembling a cell,س ی ل   ک ی   ط ر ح,10,Hard
ظاہری ترقی,outward-developing,"away from an axis, as in a flower cluster in which the oldest flowers are in the center, the youngest near the edge",ظ ا ہ ر ی   ت ر ق ی,10,Hard
ظاہری حرکت,outward-moving,"moving or directed away from center, especially when spinning or traveling in a curve",ظ ا ہ ر ی   ح ر ک ت,10,Hard
سینٹریپیٹل,centripetal,of a nerve fiber or impulse originating outside and passing toward the central nervous system,س ی ن ٹ ر ی پ ی ٹ ل,10,Hard
یقین دلایا,assured,marked by assurance; exhibiting confidence,ی ق ی ن   د ل ا ی ا,10,Hard
یقین دلایا,reassured,having confidence restored; freed from anxiety,ی ق ی ن   د ل ا ی ا,10,Hard
بدلنے والا,changeable,such that alteration is possible; having a marked tendency to change,ب د ل ن ے   و ا ل ا,10,Hard
غیر مستحکم,volatile,tending to vary often or widely,غ ی ر   م س ت ح ک م,10,Hard
قابل تحسین,commutable,subject to alteration or change,ق ا ب ل   ت ح س ی ن,10,Hard
بدلنے والا,convertible,capable of being changed in substance as if by alchemy,ب د ل ن ے   و ا ل ا,10,Hard
قابل ترمیم,modifiable,capable of being modified in form or character or strength (especially by making less extreme);  - Alexis Carrel,ق ا ب ل   ت ر م ی م,10,Hard
غیر منقولہ,unmodifiable,incapable of being modified in form or character or strength (especially by making less extreme),غ ی ر   م ن ق و ل ہ,10,Hard
توجہ مرکوز,focused,of an optical system (e.g. eye or opera glasses) adjusted to produce a clear image,ت و ج ہ   م ر ک و ز,10,Hard
غیر منقولہ,unaltered,remaining in an original state,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,unedited,not changed by editing,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,unreduced,not altered by reduction,غ ی ر   م ن ق و ل ہ,10,Hard
غیر منقولہ,immutable,not subject or susceptible to change or variation in form or quality or nature,غ ی ر   م ن ق و ل ہ,10,Hard
غیر متزلزل,uncharacteristic,distinctive and not typical,غ ی ر   م ت ز ل ز ل,10,Hard
غیر منقولہ,unowned,having no owner,غ ی ر   م ن ق و ل ہ,10,Hard
بلیک براؤن,blackish-brown,of brown tinged with black,ب ل ی ک   ب ر ا ؤ ن,10,Hard
کریمی پیلا,creamy-yellow,yellow with a creamy tinge,ک ر ی م ی   پ ی ل ا,10,Hard
گہری گلابی,deep-pink,of a deep shade of pink,گ ہ ر ی   گ ل ا ب ی,10,Hard
سنہری پیلا,golden-yellow,of yellow tinged with gold,س ن ہ ر ی   پ ی ل ا,10,Hard
ہیزل براؤن,hazel-brown,of brown tinged with hazel,ہ ی ز ل   ب ر ا ؤ ن,10,Hard
زیتون ڈریب,olive-drab,of a light brownish green color,ز ی ت و ن   ڈ ر ی ب,10,Hard
سرخ اورینج,red-orange,of orange tinged with red,س ر خ   ا و ر ی ن ج,10,Hard
سرخ رنگ کے,red-purple,of purple tinged with red,س ر خ   ر ن گ   ک ے,10,Hard
ریڈ وایلیٹ,red-violet,of violet tinged with red,ر ی ڈ   و ا ی ل ی ٹ,10,Hard
سمندری سبز,sea-green,of the color of the sea; bluish green,س م ن د ر ی   س ب ز,10,Hard
وایلیٹ-رنگ,violet-tinged,of something that is tinged with violet,و ا ی ل ی ٹ - ر ن گ,10,Hard
سفید گلابی,white-pink,of pink tinged with white; a light tint of pink,س ف ی د   گ ل ا ب ی,10,Hard
براؤن بلیک,brown-black,of black tinged with brown,ب ر ا ؤ ن   ب ل ی ک,10,Hard
